Title,Author,Review,Ratings,Year,Price
"Online Order & Shopping Tracker: Cute logbook to record purchases, deliveries and returns. Designed for busy individuals, home-based or small business website shopping. Fun sunflower pattern cover..  ",,,,"Mar 30, 2020",5.
Online Shopping Tracker  ,,,,"Mar 30, 2020",5.
"The Silent Wife: A gripping, emotional page-turner with a twist that will take your breath away  ",,,,"Dec 26, 2019",5.
"Password Book: Internet Address And Password Organizer, Password Notebook Journal - 5x8 Inch, Password Keeper Logbook With Elegant Cover  ",,,,"Dec 26, 2019",6.
Lined Notebook: Enchanting Collection Visit Shopping Arrakis Office Vintage Cocktail Distressed Guide Surf Monthly Daily Sci Week Fi Picture 110 Pages The Perfect Book  ,,,,"Aug 31, 2022",7.
"Password Book: Shiti Cant Remember Password Book with Alphabetical Tabs.Password Organizer for Usernames, Logins, Web, And Email Addresses.Password ... Personal Login Information Private And Secure  ",,,,"Aug 31, 2022",8.
Online Shopping Tracker & Password Book for your Shopping Websites: Keep Track of your Online Purchases or Shopping Orders made Through an Online Website - Password Tracker  ,,,,"Nov 26, 2018",3.
"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes  ",,,,"Nov 26, 2018",0.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, purchase order book, book organizer, online shopping, Online Order Organizer Notebook.  ",,,,"Nov 26, 2019",5.
The Amazon: What Everyone Needs to Know®  ,,,,"Nov 26, 2019",5.
Online Shopping Tracker: Keep Tracking Organizer Notebook for online purchases or shopping orders made through an online website (Vol : 2) (Order log)  ,,,,"Nov 23, 2020",0.
Online shopping tracker journal: Online shopping tracker journal and notebook  ,,,,"Nov 23, 2020",0.
Internet Password Book Organizer And Online Shopping Tracker: Two-In-One  ,,,,"May 1, 2022",0.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, Purchases,Order,Shopping Expense,Personal Log Book Fashion and Clothes Accessories Pattern  ",,,,"May 1, 2022",0.
Online Shopping Log Book: Simple Purchase Order Tracking Book | Purchase Order Organizer  ,,,,"Jul 7, 2022",0.
A Price Comparison Shopping Tracker Logbook: For Use Online or at Brick-and-Mortar Stores  ,,,,"Jul 7, 2022",4.
"Online Order & Shopping Tracker: Cute logbook to record purchases, deliveries and returns. Designed for busy individuals, home-based or small business website shopping. Fun sunflower pattern cover..  ",,,,"Feb 5, 2022",5.
Online Shopping Tracker  ,,,,"Feb 5, 2022",10.
"The Silent Wife: A gripping, emotional page-turner with a twist that will take your breath away  ",,,,"Nov 13, 2018",5.
"Password Book: Internet Address And Password Organizer, Password Notebook Journal - 5x8 Inch, Password Keeper Logbook With Elegant Cover  ",,,,"Nov 13, 2018",16.
Lined Notebook: Enchanting Collection Visit Shopping Arrakis Office Vintage Cocktail Distressed Guide Surf Monthly Daily Sci Week Fi Picture 110 Pages The Perfect Book  ,,,,"Sep 12, 2021",0.
"Password Book: Shiti Cant Remember Password Book with Alphabetical Tabs.Password Organizer for Usernames, Logins, Web, And Email Addresses.Password ... Personal Login Information Private And Secure  ",,,,"Sep 12, 2021",8.
Online Shopping Tracker & Password Book for your Shopping Websites: Keep Track of your Online Purchases or Shopping Orders made Through an Online Website - Password Tracker  ,,,,"May 2, 2022",6.
"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes  ",,,,"May 2, 2022",11.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, purchase order book, book organizer, online shopping, Online Order Organizer Notebook.  ",,,,"Dec 22, 2021",7.
The Amazon: What Everyone Needs to Know®  ,,,,"Dec 22, 2021",5.
Online Shopping Tracker: Keep Tracking Organizer Notebook for online purchases or shopping orders made through an online website (Vol : 2) (Order log)  ,,,,"Mar 15, 2022",5.
Online shopping tracker journal: Online shopping tracker journal and notebook  ,,,,"Mar 15, 2022",5.
Internet Password Book Organizer And Online Shopping Tracker: Two-In-One  ,,,,"Feb 1, 2015",6.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, Purchases,Order,Shopping Expense,Personal Log Book Fashion and Clothes Accessories Pattern  ",,,,"Feb 1, 2015",7.
Online Shopping Log Book: Simple Purchase Order Tracking Book | Purchase Order Organizer  ,,,,"Dec 23, 2021",8.
A Price Comparison Shopping Tracker Logbook: For Use Online or at Brick-and-Mortar Stores  ,,,,"Dec 23, 2021",3.
"Online Order & Shopping Tracker: Cute logbook to record purchases, deliveries and returns. Designed for busy individuals, home-based or small business website shopping. Fun sunflower pattern cover..  ",,,,"Mar 30, 2020",0.
Online Shopping Tracker  ,,,,"Mar 30, 2020",5.
"The Silent Wife: A gripping, emotional page-turner with a twist that will take your breath away  ",,,,"Dec 26, 2019",5.
"Password Book: Internet Address And Password Organizer, Password Notebook Journal - 5x8 Inch, Password Keeper Logbook With Elegant Cover  ",,,,"Dec 26, 2019",0.
Lined Notebook: Enchanting Collection Visit Shopping Arrakis Office Vintage Cocktail Distressed Guide Surf Monthly Daily Sci Week Fi Picture 110 Pages The Perfect Book  ,,,,"Aug 31, 2022",0.
"Password Book: Shiti Cant Remember Password Book with Alphabetical Tabs.Password Organizer for Usernames, Logins, Web, And Email Addresses.Password ... Personal Login Information Private And Secure  ",,,,"Aug 31, 2022",0.
Online Shopping Tracker & Password Book for your Shopping Websites: Keep Track of your Online Purchases or Shopping Orders made Through an Online Website - Password Tracker  ,,,,"Nov 26, 2018",0.
"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes  ",,,,"Nov 26, 2018",0.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, purchase order book, book organizer, online shopping, Online Order Organizer Notebook.  ",,,,"Nov 26, 2019",4.
The Amazon: What Everyone Needs to Know®  ,,,,"Nov 26, 2019",5.
Online Shopping Tracker: Keep Tracking Organizer Notebook for online purchases or shopping orders made through an online website (Vol : 2) (Order log)  ,,,,"Nov 23, 2020",10.
Online shopping tracker journal: Online shopping tracker journal and notebook  ,,,,"Nov 23, 2020",5.
Internet Password Book Organizer And Online Shopping Tracker: Two-In-One  ,,,,"May 1, 2022",16.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, Purchases,Order,Shopping Expense,Personal Log Book Fashion and Clothes Accessories Pattern  ",,,,"May 1, 2022",0.
Online Shopping Log Book: Simple Purchase Order Tracking Book | Purchase Order Organizer  ,,,,"Jul 7, 2022",8.
A Price Comparison Shopping Tracker Logbook: For Use Online or at Brick-and-Mortar Stores  ,,,,"Jul 7, 2022",6.
"Online Order & Shopping Tracker: Cute logbook to record purchases, deliveries and returns. Designed for busy individuals, home-based or small business website shopping. Fun sunflower pattern cover..  ",,,,"Feb 5, 2022",11.
Online Shopping Tracker  ,,,,"Feb 5, 2022",7.
"The Silent Wife: A gripping, emotional page-turner with a twist that will take your breath away  ",,,,"Nov 13, 2018",5.
"Password Book: Internet Address And Password Organizer, Password Notebook Journal - 5x8 Inch, Password Keeper Logbook With Elegant Cover  ",,,,"Nov 13, 2018",5.
Lined Notebook: Enchanting Collection Visit Shopping Arrakis Office Vintage Cocktail Distressed Guide Surf Monthly Daily Sci Week Fi Picture 110 Pages The Perfect Book  ,,,,"Sep 12, 2021",5.
"Password Book: Shiti Cant Remember Password Book with Alphabetical Tabs.Password Organizer for Usernames, Logins, Web, And Email Addresses.Password ... Personal Login Information Private And Secure  ",,,,"Sep 12, 2021",6.
Online Shopping Tracker & Password Book for your Shopping Websites: Keep Track of your Online Purchases or Shopping Orders made Through an Online Website - Password Tracker  ,,,,"May 2, 2022",7.
"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes  ",,,,"May 2, 2022",8.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, purchase order book, book organizer, online shopping, Online Order Organizer Notebook.  ",,,,"Dec 22, 2021",3.
The Amazon: What Everyone Needs to Know®  ,,,,"Dec 22, 2021",0.
Online Shopping Tracker: Keep Tracking Organizer Notebook for online purchases or shopping orders made through an online website (Vol : 2) (Order log)  ,,,,"Mar 15, 2022",5.
Online shopping tracker journal: Online shopping tracker journal and notebook  ,,,,"Mar 15, 2022",5.
Internet Password Book Organizer And Online Shopping Tracker: Two-In-One  ,,,,"Feb 1, 2015",0.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, Purchases,Order,Shopping Expense,Personal Log Book Fashion and Clothes Accessories Pattern  ",,,,"Feb 1, 2015",0.
Online Shopping Log Book: Simple Purchase Order Tracking Book | Purchase Order Organizer  ,,,,"Dec 23, 2021",0.
A Price Comparison Shopping Tracker Logbook: For Use Online or at Brick-and-Mortar Stores  ,,,,"Dec 23, 2021",0.
"Online Order & Shopping Tracker: Cute logbook to record purchases, deliveries and returns. Designed for busy individuals, home-based or small business website shopping. Fun sunflower pattern cover..  ",,,,"Mar 30, 2020",0.
Online Shopping Tracker  ,,,,"Mar 30, 2020",4.
"The Silent Wife: A gripping, emotional page-turner with a twist that will take your breath away  ",,,,"Dec 26, 2019",5.
"Password Book: Internet Address And Password Organizer, Password Notebook Journal - 5x8 Inch, Password Keeper Logbook With Elegant Cover  ",,,,"Dec 26, 2019",10.
Lined Notebook: Enchanting Collection Visit Shopping Arrakis Office Vintage Cocktail Distressed Guide Surf Monthly Daily Sci Week Fi Picture 110 Pages The Perfect Book  ,,,,"Aug 31, 2022",5.
"Password Book: Shiti Cant Remember Password Book with Alphabetical Tabs.Password Organizer for Usernames, Logins, Web, And Email Addresses.Password ... Personal Login Information Private And Secure  ",,,,"Aug 31, 2022",16.
Online Shopping Tracker & Password Book for your Shopping Websites: Keep Track of your Online Purchases or Shopping Orders made Through an Online Website - Password Tracker  ,,,,"Nov 26, 2018",0.
"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes  ",,,,"Nov 26, 2018",8.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, purchase order book, book organizer, online shopping, Online Order Organizer Notebook.  ",,,,"Nov 26, 2019",6.
The Amazon: What Everyone Needs to Know®  ,,,,"Nov 26, 2019",11.
Online Shopping Tracker: Keep Tracking Organizer Notebook for online purchases or shopping orders made through an online website (Vol : 2) (Order log)  ,,,,"Nov 23, 2020",7.
Online shopping tracker journal: Online shopping tracker journal and notebook  ,,,,"Nov 23, 2020",5.
Internet Password Book Organizer And Online Shopping Tracker: Two-In-One  ,,,,"May 1, 2022",5.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, Purchases,Order,Shopping Expense,Personal Log Book Fashion and Clothes Accessories Pattern  ",,,,"May 1, 2022",5.
Online Shopping Log Book: Simple Purchase Order Tracking Book | Purchase Order Organizer  ,,,,"Jul 7, 2022",6.
A Price Comparison Shopping Tracker Logbook: For Use Online or at Brick-and-Mortar Stores  ,,,,"Jul 7, 2022",7.
"Online Order & Shopping Tracker: Cute logbook to record purchases, deliveries and returns. Designed for busy individuals, home-based or small business website shopping. Fun sunflower pattern cover..  ",,,,"Feb 5, 2022",8.
Online Shopping Tracker  ,,,,"Feb 5, 2022",3.
"The Silent Wife: A gripping, emotional page-turner with a twist that will take your breath away  ",,,,"Nov 13, 2018",0.
"Password Book: Internet Address And Password Organizer, Password Notebook Journal - 5x8 Inch, Password Keeper Logbook With Elegant Cover  ",,,,"Nov 13, 2018",5.
Lined Notebook: Enchanting Collection Visit Shopping Arrakis Office Vintage Cocktail Distressed Guide Surf Monthly Daily Sci Week Fi Picture 110 Pages The Perfect Book  ,,,,"Sep 12, 2021",5.
"Password Book: Shiti Cant Remember Password Book with Alphabetical Tabs.Password Organizer for Usernames, Logins, Web, And Email Addresses.Password ... Personal Login Information Private And Secure  ",,,,"Sep 12, 2021",0.
Online Shopping Tracker & Password Book for your Shopping Websites: Keep Track of your Online Purchases or Shopping Orders made Through an Online Website - Password Tracker  ,,,,"May 2, 2022",0.
"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes  ",,,,"May 2, 2022",0.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, purchase order book, book organizer, online shopping, Online Order Organizer Notebook.  ",,,,"Dec 22, 2021",0.
The Amazon: What Everyone Needs to Know®  ,,,,"Dec 22, 2021",0.
Online Shopping Tracker: Keep Tracking Organizer Notebook for online purchases or shopping orders made through an online website (Vol : 2) (Order log)  ,,,,"Mar 15, 2022",4.
Online shopping tracker journal: Online shopping tracker journal and notebook  ,,,,"Mar 15, 2022",5.
Internet Password Book Organizer And Online Shopping Tracker: Two-In-One  ,,,,"Feb 1, 2015",10.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, Purchases,Order,Shopping Expense,Personal Log Book Fashion and Clothes Accessories Pattern  ",,,,"Feb 1, 2015",5.
Online Shopping Log Book: Simple Purchase Order Tracking Book | Purchase Order Organizer  ,,,,"Dec 23, 2021",16.
A Price Comparison Shopping Tracker Logbook: For Use Online or at Brick-and-Mortar Stores  ,,,,"Dec 23, 2021",0.
"Online Order & Shopping Tracker: Cute logbook to record purchases, deliveries and returns. Designed for busy individuals, home-based or small business website shopping. Fun sunflower pattern cover..  ",,,,"Mar 30, 2020",8.
Online Shopping Tracker  ,,,,"Mar 30, 2020",6.
"The Silent Wife: A gripping, emotional page-turner with a twist that will take your breath away  ",,,,"Dec 26, 2019",11.
"Password Book: Internet Address And Password Organizer, Password Notebook Journal - 5x8 Inch, Password Keeper Logbook With Elegant Cover  ",,,,"Dec 26, 2019",7.
Lined Notebook: Enchanting Collection Visit Shopping Arrakis Office Vintage Cocktail Distressed Guide Surf Monthly Daily Sci Week Fi Picture 110 Pages The Perfect Book  ,,,,"Aug 31, 2022",5.
"Password Book: Shiti Cant Remember Password Book with Alphabetical Tabs.Password Organizer for Usernames, Logins, Web, And Email Addresses.Password ... Personal Login Information Private And Secure  ",,,,"Aug 31, 2022",5.
Online Shopping Tracker & Password Book for your Shopping Websites: Keep Track of your Online Purchases or Shopping Orders made Through an Online Website - Password Tracker  ,,,,"Nov 26, 2018",5.
"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes  ",,,,"Nov 26, 2018",6.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, purchase order book, book organizer, online shopping, Online Order Organizer Notebook.  ",,,,"Nov 26, 2019",7.
The Amazon: What Everyone Needs to Know®  ,,,,"Nov 26, 2019",8.
Online Shopping Tracker: Keep Tracking Organizer Notebook for online purchases or shopping orders made through an online website (Vol : 2) (Order log)  ,,,,"Nov 23, 2020",3.
Online shopping tracker journal: Online shopping tracker journal and notebook  ,,,,"Nov 23, 2020",0.
Internet Password Book Organizer And Online Shopping Tracker: Two-In-One  ,,,,"May 1, 2022",5.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, Purchases,Order,Shopping Expense,Personal Log Book Fashion and Clothes Accessories Pattern  ",,,,"May 1, 2022",5.
Online Shopping Log Book: Simple Purchase Order Tracking Book | Purchase Order Organizer  ,,,,"Jul 7, 2022",0.
A Price Comparison Shopping Tracker Logbook: For Use Online or at Brick-and-Mortar Stores  ,,,,"Jul 7, 2022",0.
"Online Order & Shopping Tracker: Cute logbook to record purchases, deliveries and returns. Designed for busy individuals, home-based or small business website shopping. Fun sunflower pattern cover..  ",,,,"Feb 5, 2022",0.
Online Shopping Tracker  ,,,,"Feb 5, 2022",0.
"The Silent Wife: A gripping, emotional page-turner with a twist that will take your breath away  ",,,,"Nov 13, 2018",0.
"Password Book: Internet Address And Password Organizer, Password Notebook Journal - 5x8 Inch, Password Keeper Logbook With Elegant Cover  ",,,,"Nov 13, 2018",4.
Lined Notebook: Enchanting Collection Visit Shopping Arrakis Office Vintage Cocktail Distressed Guide Surf Monthly Daily Sci Week Fi Picture 110 Pages The Perfect Book  ,,,,"Sep 12, 2021",5.
"Password Book: Shiti Cant Remember Password Book with Alphabetical Tabs.Password Organizer for Usernames, Logins, Web, And Email Addresses.Password ... Personal Login Information Private And Secure  ",,,,"Sep 12, 2021",10.
Online Shopping Tracker & Password Book for your Shopping Websites: Keep Track of your Online Purchases or Shopping Orders made Through an Online Website - Password Tracker  ,,,,"May 2, 2022",5.
"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes  ",,,,"May 2, 2022",16.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, purchase order book, book organizer, online shopping, Online Order Organizer Notebook.  ",,,,"Dec 22, 2021",0.
The Amazon: What Everyone Needs to Know®  ,,,,"Dec 22, 2021",8.
Online Shopping Tracker: Keep Tracking Organizer Notebook for online purchases or shopping orders made through an online website (Vol : 2) (Order log)  ,,,,"Mar 15, 2022",6.
Online shopping tracker journal: Online shopping tracker journal and notebook  ,,,,"Mar 15, 2022",11.
Internet Password Book Organizer And Online Shopping Tracker: Two-In-One  ,,,,"Feb 1, 2015",7.
"Online Shopping Tracker: Tracking Organizer Notebook For Online, Purchases,Order,Shopping Expense,Personal Log Book Fashion and Clothes Accessories Pattern  ",,,,"Feb 1, 2015",5.
Online Shopping Log Book: Simple Purchase Order Tracking Book | Purchase Order Organizer  ,,,,"Dec 23, 2021",5.
A Price Comparison Shopping Tracker Logbook: For Use Online or at Brick-and-Mortar Stores  ,,,,"Dec 23, 2021",5.
"Online Order & Shopping Tracker: Cute logbook to record purchases, deliveries and returns. Designed for busy individuals, home-based or small business website shopping. Fun sunflower pattern cover..  ",,,,"Mar 30, 2020",6.
Online Shopping Tracker  ,,,,"Mar 30, 2020",7.
,,,,"Dec 26, 2019",8.
,,,,"Dec 26, 2019",3.
,,,,"Aug 31, 2022",0.
,,,,"Aug 31, 2022",5.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2019",0.
,,,,"Nov 26, 2019",0.
,,,,"Nov 23, 2020",0.
,,,,"Nov 23, 2020",0.
,,,,"May 1, 2022",4.
,,,,"May 1, 2022",5.
,,,,"Jul 7, 2022",10.
,,,,"Jul 7, 2022",5.
,,,,"Feb 5, 2022",16.
,,,,"Feb 5, 2022",0.
,,,,"Nov 13, 2018",8.
,,,,"Nov 13, 2018",6.
,,,,"Sep 12, 2021",11.
,,,,"Sep 12, 2021",7.
,,,,"May 2, 2022",5.
,,,,"May 2, 2022",5.
,,,,"Dec 22, 2021",5.
,,,,"Dec 22, 2021",6.
,,,,"Mar 15, 2022",7.
,,,,"Mar 15, 2022",8.
,,,,"Feb 1, 2015",3.
,,,,"Feb 1, 2015",0.
,,,,"Dec 23, 2021",5.
,,,,"Dec 23, 2021",5.
,,,,"Mar 30, 2020",0.
,,,,"Mar 30, 2020",0.
,,,,"Dec 26, 2019",0.
,,,,"Dec 26, 2019",0.
,,,,"Aug 31, 2022",0.
,,,,"Aug 31, 2022",4.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2018",10.
,,,,"Nov 26, 2019",5.
,,,,"Nov 26, 2019",16.
,,,,"Nov 23, 2020",0.
,,,,"Nov 23, 2020",8.
,,,,"May 1, 2022",6.
,,,,"May 1, 2022",11.
,,,,"Jul 7, 2022",7.
,,,,"Jul 7, 2022",5.
,,,,"Feb 5, 2022",5.
,,,,"Feb 5, 2022",5.
,,,,"Nov 13, 2018",6.
,,,,"Nov 13, 2018",7.
,,,,"Sep 12, 2021",8.
,,,,"Sep 12, 2021",3.
,,,,"May 2, 2022",0.
,,,,"May 2, 2022",5.
,,,,"Dec 22, 2021",5.
,,,,"Dec 22, 2021",0.
,,,,"Mar 15, 2022",0.
,,,,"Mar 15, 2022",0.
,,,,"Feb 1, 2015",0.
,,,,"Feb 1, 2015",0.
,,,,"Dec 23, 2021",4.
,,,,"Dec 23, 2021",5.
,,,,"Mar 30, 2020",10.
,,,,"Mar 30, 2020",5.
,,,,"Dec 26, 2019",16.
,,,,"Dec 26, 2019",0.
,,,,"Aug 31, 2022",8.
,,,,"Aug 31, 2022",6.
,,,,"Nov 26, 2018",11.
,,,,"Nov 26, 2018",7.
,,,,"Nov 26, 2019",5.
,,,,"Nov 26, 2019",5.
,,,,"Nov 23, 2020",5.
,,,,"Nov 23, 2020",6.
,,,,"May 1, 2022",7.
,,,,"May 1, 2022",8.
,,,,"Jul 7, 2022",3.
,,,,"Jul 7, 2022",0.
,,,,"Feb 5, 2022",5.
,,,,"Feb 5, 2022",5.
,,,,"Nov 13, 2018",0.
,,,,"Nov 13, 2018",0.
,,,,"Sep 12, 2021",0.
,,,,"Sep 12, 2021",0.
,,,,"May 2, 2022",0.
,,,,"May 2, 2022",4.
,,,,"Dec 22, 2021",5.
,,,,"Dec 22, 2021",10.
,,,,"Mar 15, 2022",5.
,,,,"Mar 15, 2022",16.
,,,,"Feb 1, 2015",0.
,,,,"Feb 1, 2015",8.
,,,,"Dec 23, 2021",6.
,,,,"Dec 23, 2021",11.
,,,,"Mar 30, 2020",7.
,,,,"Mar 30, 2020",5.
,,,,"Dec 26, 2019",5.
,,,,"Dec 26, 2019",5.
,,,,"Aug 31, 2022",6.
,,,,"Aug 31, 2022",7.
,,,,"Nov 26, 2018",8.
,,,,"Nov 26, 2018",3.
,,,,"Nov 26, 2019",0.
,,,,"Nov 26, 2019",5.
,,,,"Nov 23, 2020",5.
,,,,"Nov 23, 2020",0.
,,,,"May 1, 2022",0.
,,,,"May 1, 2022",0.
,,,,"Jul 7, 2022",0.
,,,,"Jul 7, 2022",0.
,,,,"Feb 5, 2022",4.
,,,,"Feb 5, 2022",5.
,,,,"Nov 13, 2018",10.
,,,,"Nov 13, 2018",5.
,,,,"Sep 12, 2021",16.
,,,,"Sep 12, 2021",0.
,,,,"May 2, 2022",8.
,,,,"May 2, 2022",6.
,,,,"Dec 22, 2021",11.
,,,,"Dec 22, 2021",7.
,,,,"Mar 15, 2022",5.
,,,,"Mar 15, 2022",5.
,,,,"Feb 1, 2015",5.
,,,,"Feb 1, 2015",6.
,,,,"Dec 23, 2021",7.
,,,,"Dec 23, 2021",8.
,,,,"Mar 30, 2020",3.
,,,,"Mar 30, 2020",0.
,,,,"Dec 26, 2019",5.
,,,,"Dec 26, 2019",5.
,,,,"Aug 31, 2022",0.
,,,,"Aug 31, 2022",0.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2019",0.
,,,,"Nov 26, 2019",4.
,,,,"Nov 23, 2020",5.
,,,,"Nov 23, 2020",10.
,,,,"May 1, 2022",5.
,,,,"May 1, 2022",16.
,,,,"Jul 7, 2022",0.
,,,,"Jul 7, 2022",8.
,,,,"Feb 5, 2022",6.
,,,,"Feb 5, 2022",11.
,,,,"Nov 13, 2018",7.
,,,,"Nov 13, 2018",5.
,,,,"Sep 12, 2021",5.
,,,,"Sep 12, 2021",5.
,,,,"May 2, 2022",6.
,,,,"May 2, 2022",7.
,,,,"Dec 22, 2021",8.
,,,,"Dec 22, 2021",3.
,,,,"Mar 15, 2022",0.
,,,,"Mar 15, 2022",5.
,,,,"Feb 1, 2015",5.
,,,,"Feb 1, 2015",0.
,,,,"Dec 23, 2021",0.
,,,,"Dec 23, 2021",0.
,,,,"Mar 30, 2020",0.
,,,,"Mar 30, 2020",0.
,,,,"Dec 26, 2019",4.
,,,,"Dec 26, 2019",5.
,,,,"Aug 31, 2022",10.
,,,,"Aug 31, 2022",5.
,,,,"Nov 26, 2018",16.
,,,,"Nov 26, 2018",0.
,,,,"Nov 26, 2019",8.
,,,,"Nov 26, 2019",6.
,,,,"Nov 23, 2020",11.
,,,,"Nov 23, 2020",7.
,,,,"May 1, 2022",5.
,,,,"May 1, 2022",5.
,,,,"Jul 7, 2022",5.
,,,,"Jul 7, 2022",6.
,,,,"Feb 5, 2022",7.
,,,,"Feb 5, 2022",8.
,,,,"Nov 13, 2018",3.
,,,,"Nov 13, 2018",0.
,,,,"Sep 12, 2021",5.
,,,,"Sep 12, 2021",5.
,,,,"May 2, 2022",0.
,,,,"May 2, 2022",0.
,,,,"Dec 22, 2021",0.
,,,,"Dec 22, 2021",0.
,,,,"Mar 15, 2022",0.
,,,,"Mar 15, 2022",4.
,,,,"Feb 1, 2015",5.
,,,,"Feb 1, 2015",10.
,,,,"Dec 23, 2021",5.
,,,,"Dec 23, 2021",16.
,,,,"Mar 30, 2020",0.
,,,,"Mar 30, 2020",8.
,,,,"Dec 26, 2019",6.
,,,,"Dec 26, 2019",11.
,,,,"Aug 31, 2022",7.
,,,,"Aug 31, 2022",5.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2019",6.
,,,,"Nov 26, 2019",7.
,,,,"Nov 23, 2020",8.
,,,,"Nov 23, 2020",3.
,,,,"May 1, 2022",0.
,,,,"May 1, 2022",5.
,,,,"Jul 7, 2022",5.
,,,,"Jul 7, 2022",0.
,,,,"Feb 5, 2022",0.
,,,,"Feb 5, 2022",0.
,,,,"Nov 13, 2018",0.
,,,,"Nov 13, 2018",0.
,,,,"Sep 12, 2021",4.
,,,,"Sep 12, 2021",5.
,,,,"May 2, 2022",10.
,,,,"May 2, 2022",5.
,,,,"Dec 22, 2021",16.
,,,,"Dec 22, 2021",0.
,,,,"Mar 15, 2022",8.
,,,,"Mar 15, 2022",6.
,,,,"Feb 1, 2015",11.
,,,,"Feb 1, 2015",7.
,,,,"Dec 23, 2021",5.
,,,,"Dec 23, 2021",5.
,,,,"Mar 30, 2020",5.
,,,,"Mar 30, 2020",6.
,,,,"Dec 26, 2019",7.
,,,,"Dec 26, 2019",8.
,,,,"Aug 31, 2022",3.
,,,,"Aug 31, 2022",0.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2019",0.
,,,,"Nov 26, 2019",0.
,,,,"Nov 23, 2020",0.
,,,,"Nov 23, 2020",0.
,,,,"May 1, 2022",0.
,,,,"May 1, 2022",4.
,,,,"Jul 7, 2022",5.
,,,,"Jul 7, 2022",10.
,,,,"Feb 5, 2022",5.
,,,,"Feb 5, 2022",16.
,,,,"Nov 13, 2018",0.
,,,,"Nov 13, 2018",8.
,,,,"Sep 12, 2021",6.
,,,,"Sep 12, 2021",11.
,,,,"May 2, 2022",7.
,,,,"May 2, 2022",5.
,,,,"Dec 22, 2021",5.
,,,,"Dec 22, 2021",5.
,,,,"Mar 15, 2022",6.
,,,,"Mar 15, 2022",7.
,,,,"Feb 1, 2015",8.
,,,,"Feb 1, 2015",3.
,,,,"Dec 23, 2021",0.
,,,,"Dec 23, 2021",5.
,,,,"Mar 30, 2020",5.
,,,,"Mar 30, 2020",0.
,,,,"Dec 26, 2019",0.
,,,,"Dec 26, 2019",0.
,,,,"Aug 31, 2022",0.
,,,,"Aug 31, 2022",0.
,,,,"Nov 26, 2018",4.
,,,,"Nov 26, 2018",5.
,,,,"Nov 26, 2019",10.
,,,,"Nov 26, 2019",5.
,,,,"Nov 23, 2020",16.
,,,,"Nov 23, 2020",0.
,,,,"May 1, 2022",8.
,,,,"May 1, 2022",6.
,,,,"Jul 7, 2022",11.
,,,,"Jul 7, 2022",7.
,,,,"Feb 5, 2022",5.
,,,,"Feb 5, 2022",5.
,,,,"Nov 13, 2018",5.
,,,,"Nov 13, 2018",6.
,,,,"Sep 12, 2021",7.
,,,,"Sep 12, 2021",8.
,,,,"May 2, 2022",3.
,,,,"May 2, 2022",0.
,,,,"Dec 22, 2021",5.
,,,,"Dec 22, 2021",5.
,,,,"Mar 15, 2022",0.
,,,,"Mar 15, 2022",0.
,,,,"Feb 1, 2015",0.
,,,,"Feb 1, 2015",0.
,,,,"Dec 23, 2021",0.
,,,,"Dec 23, 2021",4.
,,,,"Mar 30, 2020",5.
,,,,"Mar 30, 2020",10.
,,,,"Dec 26, 2019",5.
,,,,"Dec 26, 2019",16.
,,,,"Aug 31, 2022",0.
,,,,"Aug 31, 2022",8.
,,,,"Nov 26, 2018",6.
,,,,"Nov 26, 2018",11.
,,,,"Nov 26, 2019",7.
,,,,"Nov 26, 2019",5.
,,,,"Nov 23, 2020",5.
,,,,"Nov 23, 2020",5.
,,,,"May 1, 2022",6.
,,,,"May 1, 2022",7.
